ensembl_id,gene_chr,start,end,strand,gene_name,gene_type,gene_biotype,biotype_other,biotype_lnc_rna,biotype_protein_coding,biotype_antisense,ld_loci_id
ENSG00000253649,8,10482878,10547585,-,PRSS51,antisense,antisense,0,0,0,1,chr8_83
ENSG00000272505,8,10486807,10489666,+,RP11-981G7.6,lincRNA,lnc_rna,0,1,0,0,chr8_81
ENSG00000184647,8,10525546,10554166,+,PRSS55,protein_coding,protein_coding,0,0,1,0,chr8_83
ENSG00000183638,8,10606349,10712187,-,RP1L1,protein_coding,protein_coding,0,0,1,0,chr8_84
ENSG00000171060,8,10672637,10700593,+,C8orf74,protein_coding,protein_coding,0,0,1,0,chr8_84
ENSG00000171056,8,10723768,10730512,-,SOX7,protein_coding,protein_coding,0,0,1,0,chr8_85
ENSG00000258724,8,10725399,10839847,-,SOX7,protein_coding,protein_coding,0,0,1,0,chr8_85
ENSG00000248896,8,10729314,10771392,+,CTD-2135J3.3,antisense,antisense,0,0,0,1,chr8_85
ENSG00000254093,8,10764963,10839884,-,PINX1,protein_coding,protein_coding,0,0,1,0,chr8_85
ENSG00000253695,8,10840576,10846501,+,RP11-177H2.2,antisense,antisense,0,0,0,1,chr8_85
ENSG00000171044,8,10896045,11201366,-,XKR6,protein_coding,protein_coding,0,0,1,0,chr8_81
ENSG00000269918,8,11104691,11106704,-,AF131215.9,sense_intronic,lnc_rna,0,1,0,0,chr8_81
ENSG00000254936,8,11123381,11126064,-,AF131215.3,sense_intronic,lnc_rna,0,1,0,0,chr8_81
ENSG00000249316,8,11281364,11282501,-,CTC-493P15.2,unprocessed_pseudogene,other,1,0,0,0,chr8_81
ENSG00000104643,8,11284416,11328146,+,MTMR9,protein_coding,protein_coding,0,0,1,0,chr8_81
ENSG00000246477,8,11315859,11325429,-,AF131216.6,antisense,antisense,0,0,0,1,chr8_81
ENSG00000154316,8,11339637,11368452,+,TDH,unitary_pseudogene,other,1,0,0,0,chr8_81
ENSG00000255020,8,11345748,11347502,-,AF131216.5,antisense,antisense,0,0,0,1,chr8_81
ENSG00000184608,8,11368402,11438658,+,C8orf12,processed_transcript,lnc_rna,0,1,0,0,chr8_81
ENSG00000242483,8,11379395,11379675,+,RN7SL293P,misc_RNA,other,1,0,0,0,chr8_81
ENSG00000154319,8,11421463,11474715,-,FAM167A,protein_coding,protein_coding,0,0,1,0,chr8_93
ENSG00000136573,8,11494001,11564604,+,BLK,protein_coding,protein_coding,0,0,1,0,chr8_81
ENSG00000255354,8,11558466,11560020,-,RP11-148O21.2,antisense,antisense,0,0,0,1,chr8_81
ENSG00000170983,8,11576313,11581342,+,LINC00208,lincRNA,lnc_rna,0,1,0,0,chr8_81
ENSG00000206014,8,11928597,11929563,-,OR7E161P,unprocessed_pseudogene,other,1,0,0,0,chr8_81
ENSG00000254507,8,12003400,12004082,-,RP11-481A20.10,transcribed_processed_pseudogene,other,1,0,0,0,chr8_81
ENSG00000255016,8,12025244,12025598,-,RP11-481A20.8,processed_pseudogene,other,1,0,0,0,chr8_81
ENSG00000255052,8,12115782,12177550,+,FAM66D,antisense,antisense,0,0,0,1,chr8_81
ENSG00000205879,8,12172202,12178575,-,FAM90A2P,unprocessed_pseudogene,other,1,0,0,0,chr8_81
ENSG00000249889,8,12178697,12182719,+,ALG1L11P,unprocessed_pseudogene,other,1,0,0,0,chr8_81
ENSG00000255495,8,12194467,12196280,+,FAM85A,antisense,antisense,0,0,0,1,chr8_81
ENSG00000227888,8,12362019,12388296,+,FAM66A,lincRNA,lnc_rna,0,1,0,0,chr8_81
ENSG00000254423,8,12374366,12375546,-,RP11-351I21.7,processed_pseudogene,other,1,0,0,0,chr8_81
ENSG00000255556,8,12378679,12380265,-,RP11-351I21.6,processed_pseudogene,other,1,0,0,0,chr8_81
ENSG00000251402,8,12415080,12418090,-,FAM90A25P,unprocessed_pseudogene,other,1,0,0,0,chr8_81
ENSG00000270154,8,12476462,12477122,+,RP11-419I17.1,lincRNA,lnc_rna,0,1,0,0,chr8_81
ENSG00000253356,8,38148741,38163772,+,RP11-90P5.2,antisense,antisense,0,0,0,1,chr8_335
ENSG00000175324,8,38163321,38176730,-,LSM1,protein_coding,protein_coding,0,0,1,0,chr8_335
ENSG00000156735,8,38176533,38213301,+,BAG4,protein_coding,protein_coding,0,0,1,0,chr8_335
ENSG00000248585,8,38201699,38204238,-,RP11-90P5.1,processed_pseudogene,other,1,0,0,0,chr8_335
ENSG00000085788,8,38225218,38275558,+,DDHD2,protein_coding,protein_coding,0,0,1,0,chr8_335
ENSG00000147535,8,38263130,38269243,-,PPAPDC1B,protein_coding,protein_coding,0,0,1,0,chr8_335
ENSG00000147548,8,38269697,38382272,-,WHSC1L1,protein_coding,protein_coding,0,0,1,0,chr8_335
ENSG00000255487,8,38275888,38276680,+,RP11-513D5.5,antisense,antisense,0,0,0,1,chr8_335
ENSG00000254898,8,38335981,38337551,+,RP11-513D5.2,antisense,antisense,0,0,0,1,chr8_335
ENSG00000272092,8,38382364,38383461,+,RP11-350N15.5,lincRNA,lnc_rna,0,1,0,0,chr8_335
ENSG00000165046,8,38386207,38409527,+,LETM2,protein_coding,protein_coding,0,0,1,0,chr8_335
ENSG00000254981,8,38400536,38401683,-,RP11-350N15.3,antisense,antisense,0,0,0,1,chr8_335
ENSG00000077782,8,38411138,38468834,-,FGFR1,protein_coding,protein_coding,0,0,1,0,chr8_335
ENSG00000255201,8,38421889,38426096,+,RP11-350N15.4,antisense,antisense,0,0,0,1,chr8_335
ENSG00000239218,8,38434347,38435664,-,RPS20P22,transcribed_processed_pseudogene,other,1,0,0,0,chr8_335
ENSG00000147488,8,52110839,52460959,-,ST18,protein_coding,protein_coding,0,0,1,0,chr8_408
ENSG00000253924,8,52294455,52301942,+,RP11-1023P17.2,lincRNA,lnc_rna,0,1,0,0,chr8_408
ENSG00000253796,8,108895029,109063417,-,RP11-1084E5.1,antisense,antisense,0,0,0,1,chr8_776
ENSG00000174417,8,109086621,109119584,+,TRHR,protein_coding,protein_coding,0,0,1,0,chr8_776
ENSG00000120526,8,109240919,109334385,-,NUDCD1,protein_coding,protein_coding,0,0,1,0,chr8_776
ENSG00000250267,8,109298598,109316513,+,RP11-122A21.2,antisense,antisense,0,0,0,1,chr8_776
ENSG00000176956,8,143157914,143160711,-,LY6H,protein_coding,protein_coding,0,0,1,0,chr8_989
ENSG00000148219,9,116425225,117415070,-,ASTN2,protein_coding,protein_coding,0,0,1,0,chr9_653
ENSG00000229105,9,116504283,116562293,+,ASTN2-AS1,antisense,antisense,0,0,0,1,chr9_653
ENSG00000230894,9,116568449,116586328,+,RP11-67K19.3,antisense,antisense,0,0,0,1,chr9_653
ENSG00000119401,9,116687302,116701300,+,TRIM32,protein_coding,protein_coding,0,0,1,0,chr9_653
ENSG00000175764,9,121821928,122093606,-,TTLL11,protein_coding,protein_coding,0,0,1,0,chr9_675
ENSG00000237548,9,121884636,121963719,-,TTLL11-IT1,lincRNA,lnc_rna,0,1,0,0,chr9_675
ENSG00000165995,10,18140677,18541869,+,CACNB2,protein_coding,protein_coding,0,0,1,0,chr10_169
ENSG00000156395,10,104641101,105265235,+,SORCS3,protein_coding,protein_coding,0,0,1,0,chr10_728
ENSG00000154146,11,124739846,124747210,+,NRGN,protein_coding,protein_coding,0,0,1,0,chr11_1069
ENSG00000182667,11,131370478,132336822,+,NTM,protein_coding,protein_coding,0,0,1,0,chr11_1152
ENSG00000255344,11,134714542,134715922,+,RP11-469N6.2,lincRNA,lnc_rna,0,1,0,0,chr11_1176
ENSG00000151067,12,1970786,2697950,+,CACNA1C,protein_coding,protein_coding,0,0,1,0,chr12_25
ENSG00000274605,13,100086031,100088848,-,RP11-12G12.7,lincRNA,lnc_rna,0,1,0,0,chr13_519
ENSG00000139910,14,26443093,26597754,-,NOVA1,protein_coding,protein_coding,0,0,1,0,chr14_134
ENSG00000262119,14,26592747,26594517,-,RP11-483C6.1,sense_intronic,lnc_rna,0,1,0,0,chr14_134
ENSG00000257842,14,26598412,26806467,+,NOVA1-AS1,antisense,antisense,0,0,0,1,chr14_134
ENSG00000183379,14,74405893,74426102,-,SYNDIG1L,protein_coding,protein_coding,0,0,1,0,chr14_455
ENSG00000270343,14,81259565,81260239,-,UNGP3,processed_pseudogene,other,1,0,0,0,chr14_513
ENSG00000258923,14,84173791,84175510,+,CTD-2320B12.1,processed_pseudogene,other,1,0,0,0,chr14_529
ENSG00000259012,14,84176419,84177088,+,CTD-2320B12.2,processed_pseudogene,other,1,0,0,0,chr14_529
ENSG00000075413,14,103385392,103503831,+,MARK3,protein_coding,protein_coding,0,0,1,0,chr14_734
ENSG00000244691,14,103412119,103412761,-,RPL10AP1,processed_pseudogene,other,1,0,0,0,chr14_734
ENSG00000166165,14,103519659,103523111,-,CKB,protein_coding,protein_coding,0,0,1,0,chr14_734
ENSG00000260285,14,103525010,103529072,-,RP11-600F24.7,antisense,antisense,0,0,0,1,chr14_734
ENSG00000166166,14,103529184,103537073,+,TRMT61A,protein_coding,protein_coding,0,0,1,0,chr14_734
ENSG00000258851,14,103553421,103561877,+,RP11-894P9.2,antisense,antisense,0,0,0,1,chr14_734
ENSG00000166170,14,103556544,103562831,-,BAG5,protein_coding,protein_coding,0,0,1,0,chr14_734
ENSG00000126214,14,103561896,103714249,+,KLC1,protein_coding,protein_coding,0,0,1,0,chr14_734
ENSG00000256500,14,103562962,103685924,+,KLC1,protein_coding,protein_coding,0,0,1,0,chr14_734
ENSG00000256053,14,103562962,103607523,+,APOPT1,protein_coding,protein_coding,0,0,1,0,chr14_734
ENSG00000246451,14,103682362,103684015,-,RP11-894P9.1,antisense,antisense,0,0,0,1,chr14_734
ENSG00000269958,14,103696353,103697163,+,RP11-73M18.8,sense_intronic,lnc_rna,0,1,0,0,chr14_734
ENSG00000126215,14,103697609,103715504,-,XRCC3,protein_coding,protein_coding,0,0,1,0,chr14_734
ENSG00000273690,15,43008838,43008922,+,AC090514.1,miRNA,other,1,0,0,0,chr15_198
ENSG00000166947,15,43106225,43221283,-,EPB42,protein_coding,protein_coding,0,0,1,0,chr15_198
ENSG00000260928,15,43131008,43131686,+,SPCS2P1,processed_pseudogene,other,1,0,0,0,chr15_198
ENSG00000166946,15,43185118,43197176,+,CCNDBP1,protein_coding,protein_coding,0,0,1,0,chr15_198
ENSG00000104055,15,43232595,43266857,-,TGM5,protein_coding,protein_coding,0,0,1,0,chr15_198
ENSG00000159495,15,43276280,43302255,-,TGM7,protein_coding,protein_coding,0,0,1,0,chr15_198
ENSG00000260406,15,43302096,43302772,+,RP11-402F9.3,antisense,antisense,0,0,0,1,chr15_198
ENSG00000168806,15,43323649,43330605,-,LCMT2,protein_coding,protein_coding,0,0,1,0,chr15_198
ENSG00000168803,15,43330674,43354555,+,ADAL,protein_coding,protein_coding,0,0,1,0,chr15_198
ENSG00000140265,15,43358172,43371025,-,ZSCAN29,protein_coding,protein_coding,0,0,1,0,chr15_198
ENSG00000137822,15,43369221,43409771,+,TUBGCP4,protein_coding,protein_coding,0,0,1,0,chr15_198
ENSG00000067369,15,43403061,43510728,-,TP53BP1,protein_coding,protein_coding,0,0,1,0,chr15_198
ENSG00000166963,15,43510958,43531620,+,MAP1A,protein_coding,protein_coding,0,0,1,0,chr15_198
ENSG00000168781,15,43533462,43590253,-,PPIP5K1,protein_coding,protein_coding,0,0,1,0,chr15_198
ENSG00000237289,15,43593054,43604901,+,CKMT1B,protein_coding,protein_coding,0,0,1,0,chr15_198
ENSG00000242866,15,43599398,43618800,-,STRC,protein_coding,protein_coding,0,0,1,0,chr15_198
ENSG00000166762,15,43628503,43668118,-,CATSPER2,protein_coding,protein_coding,0,0,1,0,chr15_198
ENSG00000249839,15,43663654,43684339,-,AC011330.5,unprocessed_pseudogene,other,1,0,0,0,chr15_198
ENSG00000223572,15,43692886,43699222,+,CKMT1A,protein_coding,protein_coding,0,0,1,0,chr15_198
ENSG00000166763,15,43699488,43718184,-,STRCP1,unprocessed_pseudogene,other,1,0,0,0,chr15_198
ENSG00000201136,15,43702363,43702470,+,RNU6-353P,snRNA,other,1,0,0,0,chr15_198
ENSG00000205771,15,43726918,43747094,-,CATSPER2P1,transcribed_unprocessed_pseudogene,other,1,0,0,0,chr15_198
ENSG00000167004,15,43746392,43773279,+,PDIA3,protein_coding,protein_coding,0,0,1,0,chr15_198
ENSG00000128886,15,43772600,43777543,-,ELL3,protein_coding,protein_coding,0,0,1,0,chr15_198
ENSG00000262560,15,43772617,43799133,-,RP11-296A16.1,protein_coding,protein_coding,0,0,1,0,chr15_198
ENSG00000140264,15,43777087,43802589,+,SERF2,protein_coding,protein_coding,0,0,1,0,chr15_198
ENSG00000279808,15,43782843,43783033,-,AC018512.1,protein_coding,protein_coding,0,0,1,0,chr15_198
ENSG00000184716,15,43794162,43800221,-,SERINC4,protein_coding,protein_coding,0,0,1,0,chr15_198
ENSG00000242028,15,43796142,43803043,+,HYPK,protein_coding,protein_coding,0,0,1,0,chr15_198
ENSG00000140259,15,43804492,43824802,-,MFAP1,protein_coding,protein_coding,0,0,1,0,chr15_198
ENSG00000092470,15,43826963,43868419,+,WDR76,protein_coding,protein_coding,0,0,1,0,chr15_198
ENSG00000171877,15,43870761,44195252,-,FRMD5,protein_coding,protein_coding,0,0,1,0,chr15_198
ENSG00000140598,15,82130230,82262763,-,EFTUD1,protein_coding,protein_coding,0,0,1,0,chr15_495
ENSG00000188659,15,82262810,82284930,+,FAM154B,protein_coding,protein_coding,0,0,1,0,chr15_495
ENSG00000274376,15,82298553,82334609,+,ADAMTS7P1,transcribed_unprocessed_pseudogene,other,1,0,0,0,chr15_495
ENSG00000278662,15,82339998,82349475,-,GOLGA6L10,protein_coding,protein_coding,0,0,1,0,chr15_495
ENSG00000259429,15,82355142,82420075,+,UBE2Q2P2,transcribed_unprocessed_pseudogene,other,1,0,0,0,chr15_495
ENSG00000197978,15,82430018,82439153,+,GOLGA6L9,protein_coding,protein_coding,0,0,1,0,chr15_495
ENSG00000255769,15,82472993,82513950,-,GOLGA2P10,transcribed_unprocessed_pseudogene,other,1,0,0,0,chr15_495
ENSG00000260836,15,82540032,82555932,-,RP11-152F13.10,protein_coding,protein_coding,0,0,1,0,chr15_495
ENSG00000278013,15,82540870,82562374,+,RP11-379H8.1,lincRNA,lnc_rna,0,1,0,0,chr15_495
ENSG00000214575,15,82543201,82648861,-,CPEB1,protein_coding,protein_coding,0,0,1,0,chr15_495
ENSG00000259462,15,82647770,82692820,+,RP11-752G15.3,antisense,antisense,0,0,0,1,chr15_495
ENSG00000103723,15,82659281,82709914,-,AP3B2,protein_coding,protein_coding,0,0,1,0,chr15_495
ENSG00000259315,15,82725873,82738904,-,RP11-752G15.9,transcribed_processed_pseudogene,other,1,0,0,0,chr15_495
ENSG00000259609,15,84053113,84080097,-,RP11-342A23.1,unprocessed_pseudogene,other,1,0,0,0,chr15_507
ENSG00000259404,15,84080168,84126604,+,EFTUD1P1,transcribed_unprocessed_pseudogene,other,1,0,0,0,chr15_507
ENSG00000259511,15,84172490,84182234,+,UBE2Q2L,protein_coding,protein_coding,0,0,1,0,chr15_507
ENSG00000259726,15,84186752,84197384,+,CSPG4P11,unprocessed_pseudogene,other,1,0,0,0,chr15_507
ENSG00000225151,15,84199311,84230136,-,GOLGA2P7,transcribed_unprocessed_pseudogene,other,1,0,0,0,chr15_507
ENSG00000184206,15,84235773,84245368,+,GOLGA6L4,protein_coding,protein_coding,0,0,1,0,chr15_507
ENSG00000259683,15,84389729,84395903,+,RP11-182J1.14,unprocessed_pseudogene,other,1,0,0,0,chr15_507
ENSG00000259570,15,84394512,84395514,+,RP11-671M22.4,unprocessed_pseudogene,other,1,0,0,0,chr15_508
ENSG00000235370,15,84398316,84411701,-,DNM1P51,transcribed_unprocessed_pseudogene,other,1,0,0,0,chr15_507
ENSG00000272887,15,84401807,84408005,-,CSPG4P5,transcribed_unprocessed_pseudogene,other,1,0,0,0,chr15_507
ENSG00000230373,15,84507885,84516814,-,GOLGA6L5P,transcribed_unprocessed_pseudogene,other,1,0,0,0,chr15_507
ENSG00000189136,15,84526781,84571216,-,UBE2Q2P1,transcribed_unprocessed_pseudogene,other,1,0,0,0,chr15_507
ENSG00000259728,15,84570649,84580175,+,LINC00933,transcribed_unprocessed_pseudogene,other,1,0,0,0,chr15_507
ENSG00000275120,15,84599434,84606463,-,RP11-182J1.17,antisense,antisense,0,0,0,1,chr15_507
ENSG00000176371,15,84600986,84627796,+,ZSCAN2,protein_coding,protein_coding,0,0,1,0,chr15_507
ENSG00000276278,15,84622015,84623237,-,RP11-182J1.3,antisense,antisense,0,0,0,1,chr15_507
ENSG00000176700,15,84631451,84647478,+,SCAND2P,transcribed_unprocessed_pseudogene,other,1,0,0,0,chr15_507
ENSG00000254414,15,84631898,84633987,-,RP11-182J1.1,antisense,antisense,0,0,0,1,chr15_507
ENSG00000254779,15,84633874,84634635,+,EGLN1P1,transcribed_processed_pseudogene,other,1,0,0,0,chr15_507
ENSG00000177082,15,84639281,84654343,-,WDR73,protein_coding,protein_coding,0,0,1,0,chr15_507
ENSG00000197696,15,84655129,84658563,-,NMB,protein_coding,protein_coding,0,0,1,0,chr15_507
ENSG00000140612,15,84669538,84716716,-,SEC11A,protein_coding,protein_coding,0,0,1,0,chr15_507
ENSG00000166716,15,84748635,84806432,+,ZNF592,protein_coding,protein_coding,0,0,1,0,chr15_507
ENSG00000136383,15,84816680,84873482,+,ALPK3,protein_coding,protein_coding,0,0,1,0,chr15_507
ENSG00000259295,15,85191438,85213905,+,CSPG4P12,transcribed_unprocessed_pseudogene,other,1,0,0,0,chr15_507
ENSG00000090905,16,24729695,24827632,+,TNRC6A,protein_coding,protein_coding,0,0,1,0,chr16_275
ENSG00000261669,16,24803451,24819739,-,CTD-2515A14.1,antisense,antisense,0,0,0,1,chr16_275
ENSG00000102967,16,72008588,72027664,+,DHODH,protein_coding,protein_coding,0,0,1,0,chr16_552
ENSG00000140830,16,72044289,72094431,-,TXNL4B,protein_coding,protein_coding,0,0,1,0,chr16_552
ENSG00000257017,16,72054592,72061055,+,HP,protein_coding,protein_coding,0,0,1,0,chr16_552
ENSG00000261701,16,72063224,72077246,+,HPR,protein_coding,protein_coding,0,0,1,0,chr16_552
ENSG00000260252,16,72084857,72087443,+,RP11-384M15.3,antisense,antisense,0,0,0,1,chr16_552
ENSG00000140829,16,72093562,72112912,+,DHX38,protein_coding,protein_coding,0,0,1,0,chr16_552
ENSG00000118557,16,72112157,72176878,-,PMFBP1,protein_coding,protein_coding,0,0,1,0,chr16_552
ENSG00000140836,16,72782885,73059698,-,ZFHX3,protein_coding,protein_coding,0,0,1,0,chr16_556
ENSG00000279757,16,72973374,72973832,-,CTD-2326C4.1,TEC,other,1,0,0,0,chr16_556
ENSG00000206730,17,17578631,17578739,+,RNU6-468P,snRNA,other,1,0,0,0,chr17_247
ENSG00000223979,17,17674026,17677688,-,SMCR2,lincRNA,lnc_rna,0,1,0,0,chr17_247
ENSG00000108557,17,17681473,17811453,+,RAI1,protein_coding,protein_coding,0,0,1,0,chr17_247
ENSG00000237328,17,17759154,17770821,-,RAI1-AS1,antisense,antisense,0,0,0,1,chr17_247
ENSG00000226746,17,17776686,17779529,-,SMCR5,antisense,antisense,0,0,0,1,chr17_247
ENSG00000072310,17,17810399,17837002,-,SREBF1,protein_coding,protein_coding,0,0,1,0,chr17_247
ENSG00000175662,17,17843511,17972422,-,TOM1L2,protein_coding,protein_coding,0,0,1,0,chr17_247
ENSG00000197815,17,17858227,17860041,+,RP1-253P7.4,antisense,antisense,0,0,0,1,chr17_247
ENSG00000171962,17,17972813,18016889,+,LRRC48,protein_coding,protein_coding,0,0,1,0,chr17_247
ENSG00000171953,17,17977409,18039209,-,ATPAF2,protein_coding,protein_coding,0,0,1,0,chr17_247
ENSG00000230273,17,17981192,17981572,-,AC087163.3,processed_pseudogene,other,1,0,0,0,chr17_247
ENSG00000141034,17,18039292,18068404,+,GID4,protein_coding,protein_coding,0,0,1,0,chr17_247
ENSG00000108591,17,18087886,18107971,+,DRG2,protein_coding,protein_coding,0,0,1,0,chr17_247
ENSG00000279428,17,18107334,18110463,-,RP11-258F1.2,TEC,other,1,0,0,0,chr17_247
ENSG00000159314,17,45393902,45434421,-,ARHGAP27,protein_coding,protein_coding,0,0,1,0,chr17_517
ENSG00000225190,17,45435900,45490749,-,PLEKHM1,protein_coding,protein_coding,0,0,1,0,chr17_517
ENSG00000236234,17,45452844,45464065,+,AC091132.1,antisense,antisense,0,0,0,1,chr17_517
ENSG00000214425,17,45506741,45550335,-,LRRC37A4P,transcribed_unprocessed_pseudogene,other,1,0,0,0,chr17_517
ENSG00000264070,17,45585871,45586929,+,DND1P1,processed_pseudogene,other,1,0,0,0,chr17_517
ENSG00000263503,17,45600869,45602340,-,RP11-707O23.5,processed_pseudogene,other,1,0,0,0,chr17_517
ENSG00000204650,17,45620328,45648216,+,CRHR1-IT1,transcribed_unprocessed_pseudogene,other,1,0,0,0,chr17_517
ENSG00000263715,17,45621908,45816543,+,RP11-105N13.4,processed_transcript,lnc_rna,0,1,0,0,chr17_517
ENSG00000265964,17,45733353,45734669,-,RP11-293E1.1,lincRNA,lnc_rna,0,1,0,0,chr17_517
ENSG00000120088,17,45784280,45835828,+,CRHR1,protein_coding,protein_coding,0,0,1,0,chr17_517
ENSG00000264589,17,45843651,45895600,-,MAPT-AS1,antisense,antisense,0,0,0,1,chr17_517
ENSG00000185294,17,45844835,45847072,+,SPPL2C,protein_coding,protein_coding,0,0,1,0,chr17_517
ENSG00000186868,17,45894382,46028334,+,MAPT,protein_coding,protein_coding,0,0,1,0,chr17_517
ENSG00000279685,17,45896028,45898491,+,MAPT-IT1,TEC,other,1,0,0,0,chr17_517
ENSG00000120071,17,46029916,46225374,-,KANSL1,protein_coding,protein_coding,0,0,1,0,chr17_517
ENSG00000214401,17,46193576,46196723,+,KANSL1-AS1,antisense,antisense,0,0,0,1,chr17_517
ENSG00000262500,17,46243606,46245044,+,RP11-259G18.2,processed_pseudogene,other,1,0,0,0,chr17_517
ENSG00000262539,17,46259551,46260606,-,RP11-259G18.3,processed_pseudogene,other,1,0,0,0,chr17_517
ENSG00000261575,17,46267037,46268694,+,RP11-259G18.1,transcribed_unprocessed_pseudogene,other,1,0,0,0,chr17_517
ENSG00000228696,17,46274784,46361797,-,ARL17B,protein_coding,protein_coding,0,0,1,0,chr17_517
ENSG00000176681,17,46292733,46337794,+,LRRC37A,protein_coding,protein_coding,0,0,1,0,chr17_517
ENSG00000260075,17,46372855,46487141,+,NSFP1,unprocessed_pseudogene,other,1,0,0,0,chr17_517
ENSG00000238083,17,46511511,46555650,+,LRRC37A2,protein_coding,protein_coding,0,0,1,0,chr17_517
ENSG00000185829,17,46516702,46579722,-,ARL17A,protein_coding,protein_coding,0,0,1,0,chr17_517
ENSG00000073969,17,46590669,46757464,+,NSF,protein_coding,protein_coding,0,0,1,0,chr17_517
ENSG00000213326,17,46721582,46722167,-,RPS7P11,processed_pseudogene,other,1,0,0,0,chr17_517
ENSG00000108379,17,46762506,46833154,-,WNT3,protein_coding,protein_coding,0,0,1,0,chr17_517
ENSG00000171634,17,67825524,67984378,+,BPTF,protein_coding,protein_coding,0,0,1,0,chr17_699
ENSG00000265086,17,67843945,67844014,+,AC006534.2,miRNA,other,1,0,0,0,chr17_699
ENSG00000266717,17,67950885,67951746,-,RP11-855A2.3,antisense,antisense,0,0,0,1,chr17_699
ENSG00000279573,17,67955314,67957291,+,RP11-855A2.1,TEC,other,1,0,0,0,chr17_699
ENSG00000279880,17,67973934,67976072,+,RP11-855A2.2,TEC,other,1,0,0,0,chr17_699
ENSG00000186665,17,67991101,67993649,-,C17orf58,protein_coding,protein_coding,0,0,1,0,chr17_699
ENSG00000266176,17,67993880,67996431,-,RP11-855A2.5,lincRNA,lnc_rna,0,1,0,0,chr17_699
ENSG00000182481,17,68035519,68046842,+,KPNA2,protein_coding,protein_coding,0,0,1,0,chr17_699
ENSG00000265055,17,68096046,68101474,-,AC145343.2,lincRNA,lnc_rna,0,1,0,0,chr17_699
ENSG00000278219,17,68101538,68101639,+,AC145343.1,miRNA,other,1,0,0,0,chr17_699
ENSG00000260930,18,55881688,55920199,-,RP11-214L13.1,lincRNA,lnc_rna,0,1,0,0,chr18_376
ENSG00000267327,18,55893038,56023522,+,CTD-2008L17.1,lincRNA,lnc_rna,0,1,0,0,chr18_376
ENSG00000172264,20,13995369,16053197,+,MACROD2,protein_coding,protein_coding,0,0,1,0,chr20_161
ENSG00000237832,20,14933843,14935363,-,RP5-974N19.1,antisense,antisense,0,0,0,1,chr20_158
ENSG00000088970,20,21125983,21246622,+,KIZ,protein_coding,protein_coding,0,0,1,0,chr20_211
ENSG00000228604,20,21148741,21162890,-,RP5-872K7.7,antisense,antisense,0,0,0,1,chr20_211
ENSG00000232712,20,21154023,21218289,-,KIZ-AS1,antisense,antisense,0,0,0,1,chr20_211
ENSG00000214535,20,21166206,21166596,-,RPS15AP1,processed_pseudogene,other,1,0,0,0,chr20_211
ENSG00000226875,20,21265854,21266465,+,ZNF877P,unprocessed_pseudogene,other,1,0,0,0,chr20_211
ENSG00000088930,20,21303304,21389827,+,XRN2,protein_coding,protein_coding,0,0,1,0,chr20_213
ENSG00000225280,20,21397818,21400391,+,RP11-227D2.3,antisense,antisense,0,0,0,1,chr20_213
ENSG00000142166,21,33324477,33359862,+,IFNAR1,protein_coding,protein_coding,0,0,1,0,chr21_164
ENSG00000159128,21,33402896,33479348,+,IFNGR2,protein_coding,protein_coding,0,0,1,0,chr21_164
ENSG00000142188,21,33432485,33480011,-,TMEM50B,protein_coding,protein_coding,0,0,1,0,chr21_164
ENSG00000231355,21,33482499,33484258,-,AP000302.58,antisense,antisense,0,0,0,1,chr21_164
ENSG00000177692,21,33485530,33491720,-,DNAJC28,protein_coding,protein_coding,0,0,1,0,chr21_164
ENSG00000159131,21,33503931,33543491,-,GART,protein_coding,protein_coding,0,0,1,0,chr21_164
ENSG00000233956,21,33518610,33519108,-,BTF3P6,processed_pseudogene,other,1,0,0,0,chr21_164
ENSG00000159140,21,33542618,33577481,+,SON,protein_coding,protein_coding,0,0,1,0,chr21_163
ENSG00000159147,21,33559542,33588708,-,DONSON,protein_coding,protein_coding,0,0,1,0,chr21_164
ENSG00000205758,21,33589341,33643926,-,CRYZL1,protein_coding,protein_coding,0,0,1,0,chr21_164
ENSG00000100095,22,26169474,26383597,+,SEZ6L,protein_coding,protein_coding,0,0,1,0,chr22_165
ENSG00000224192,22,26241331,26254092,-,RP11-259P1.1,antisense,antisense,0,0,0,1,chr22_165
ENSG00000232396,22,29705256,29719859,-,RP1-76B20.11,antisense,antisense,0,0,0,1,chr22_204
ENSG00000239446,22,29711820,29719714,-,RP1-76B20.12,antisense,antisense,0,0,0,1,chr22_204
ENSG00000100314,22,29720084,29731839,+,CABP7,protein_coding,protein_coding,0,0,1,0,chr22_204
ENSG00000100319,22,29730956,29767011,-,ZMAT5,protein_coding,protein_coding,0,0,1,0,chr22_204
ENSG00000100325,22,29788608,29838304,-,ASCC2,protein_coding,protein_coding,0,0,1,0,chr22_204
ENSG00000100330,22,29883155,30030866,+,MTMR3,protein_coding,protein_coding,0,0,1,0,chr22_204
ENSG00000279159,22,29978950,30028236,-,MIR6818,antisense,antisense,0,0,0,1,chr22_204
ENSG00000227117,22,30008742,30080480,-,HORMAD2-AS1,antisense,antisense,0,0,0,1,chr22_204
ENSG00000176635,22,30080174,30177075,+,HORMAD2,protein_coding,protein_coding,0,0,1,0,chr22_204
ENSG00000225971,22,30136673,30137681,-,CTA-85E5.6,processed_pseudogene,other,1,0,0,0,chr22_204
