ensembl_id,gene_chr,start,end,strand,gene_name,gene_type,gene_biotype,biotype_other,biotype_lnc_rna,biotype_protein_coding,biotype_antisense,locus_type,ld_locus_id
ENSG00000184608,8,11368402,11438658,+,C8orf12,processed_transcript,lnc_rna,0,1,0,0,locus,chr8_47
ENSG00000242483,8,11379395,11379675,+,RN7SL293P,misc_RNA,other,1,0,0,0,locus,chr8_47
ENSG00000154319,8,11421463,11474715,-,FAM167A,protein_coding,protein_coding,0,0,1,0,gene,chr8_231
ENSG00000136573,8,11494001,11564604,+,BLK,protein_coding,protein_coding,0,0,1,0,locus,chr8_47
ENSG00000254774,8,11553224,11554207,-,RP11-148O21.3,antisense,antisense,0,0,0,1,locus,chr8_47
ENSG00000255518,8,11556251,11558022,-,RP11-148O21.4,antisense,antisense,0,0,0,1,locus,chr8_47
ENSG00000255354,8,11558466,11560020,-,RP11-148O21.2,antisense,antisense,0,0,0,1,locus,chr8_47
ENSG00000170983,8,11576313,11581342,+,LINC00208,lincRNA,lnc_rna,0,1,0,0,locus,chr8_47
ENSG00000147488,8,52110839,52460959,-,ST18,protein_coding,protein_coding,0,0,1,0,gene,chr8_596
ENSG00000184672,8,84182787,84921844,+,RALYL,protein_coding,protein_coding,0,0,1,0,locus,chr8_82
ENSG00000253137,8,84678798,84679842,+,RP11-509P12.1,processed_pseudogene,other,1,0,0,0,locus,chr8_82
ENSG00000099139,9,75890644,76362339,+,PCSK5,protein_coding,protein_coding,0,0,1,0,gene,chr9_516
ENSG00000148219,9,116425225,117415070,-,ASTN2,protein_coding,protein_coding,0,0,1,0,locus,chr9_18
ENSG00000229105,9,116504283,116562293,+,ASTN2-AS1,antisense,antisense,0,0,0,1,locus,chr9_18
ENSG00000230894,9,116568449,116586328,+,RP11-67K19.3,antisense,antisense,0,0,0,1,locus,chr9_18
ENSG00000119401,9,116687302,116701300,+,TRIM32,protein_coding,protein_coding,0,0,1,0,locus,chr9_18
ENSG00000175764,9,121821928,122093606,-,TTLL11,protein_coding,protein_coding,0,0,1,0,gene,chr9_885
ENSG00000165995,10,18140677,18541869,+,CACNB2,protein_coding,protein_coding,0,0,1,0,gene,chr10_309
ENSG00000181915,10,62804857,62808483,+,ADO,protein_coding,protein_coding,0,0,1,0,gene,chr10_632
ENSG00000122877,10,62811996,62919900,-,EGR2,protein_coding,protein_coding,0,0,1,0,gene,chr10_633
ENSG00000234699,10,103452846,103462695,+,RP11-225H22.4,antisense,antisense,0,0,0,1,locus,chr10_108
ENSG00000185933,10,103453387,103458888,-,CALHM1,protein_coding,protein_coding,0,0,1,0,locus,chr10_108
ENSG00000183128,10,103472804,103479240,-,CALHM3,protein_coding,protein_coding,0,0,1,0,locus,chr10_108
ENSG00000235470,10,103479603,103517393,-,NEURL1-AS1,antisense,antisense,0,0,0,1,locus,chr10_93
ENSG00000107954,10,103493979,103592552,+,NEURL1,protein_coding,protein_coding,0,0,1,0,locus,chr10_93
ENSG00000226431,10,103549075,103550964,+,RP11-416N2.3,sense_intronic,lnc_rna,0,1,0,0,locus,chr10_93
ENSG00000156395,10,104641101,105265235,+,SORCS3,protein_coding,protein_coding,0,0,1,0,gene,chr10_979
ENSG00000213593,11,57712600,57740973,+,TMX2,protein_coding,protein_coding,0,0,1,0,gene,chr11_753
ENSG00000254462,11,57712605,57791586,+,TMX2-CTNND1,protein_coding,protein_coding,0,0,1,0,gene,chr11_754
ENSG00000211450,11,57741250,57743554,+,C11orf31,protein_coding,protein_coding,0,0,1,0,gene,chr11_755
ENSG00000254732,11,57742163,57793243,+,RP11-691N7.6,protein_coding,protein_coding,0,0,1,0,gene,chr11_756
ENSG00000198561,11,57753243,57819546,+,CTNND1,protein_coding,protein_coding,0,0,1,0,gene,chr11_758
ENSG00000180714,11,57917297,57918239,-,OR5AZ1P,unprocessed_pseudogene,other,1,0,0,0,gene,chr11_760
ENSG00000154146,11,124739846,124747210,+,NRGN,protein_coding,protein_coding,0,0,1,0,locus,chr11_230
ENSG00000019102,11,124747472,124752238,-,VSIG2,protein_coding,protein_coding,0,0,1,0,locus,chr11_230
ENSG00000149564,11,124752583,124762290,-,ESAM,protein_coding,protein_coding,0,0,1,0,locus,chr11_230
ENSG00000250073,11,124759129,124765936,+,RP11-677M14.3,antisense,antisense,0,0,0,1,locus,chr11_230
ENSG00000182667,11,131370478,132336822,+,NTM,protein_coding,protein_coding,0,0,1,0,gene,chr11_1534
ENSG00000255344,11,134714542,134715922,+,RP11-469N6.2,lincRNA,lnc_rna,0,1,0,0,gene,chr11_1566
ENSG00000151067,12,1970786,2697950,+,CACNA1C,protein_coding,protein_coding,0,0,1,0,gene,chr12_268
ENSG00000245651,12,57869835,57896482,-,RP11-620J15.2,lincRNA,lnc_rna,0,1,0,0,locus,chr12_122
ENSG00000273805,12,57894232,57896846,+,RP11-620J15.4,antisense,antisense,0,0,0,1,locus,chr12_122
ENSG00000139910,14,26443093,26597754,-,NOVA1,protein_coding,protein_coding,0,0,1,0,locus,chr14_17
ENSG00000262119,14,26592747,26594517,-,RP11-483C6.1,sense_intronic,lnc_rna,0,1,0,0,locus,chr14_17
ENSG00000257842,14,26598412,26806467,+,NOVA1-AS1,antisense,antisense,0,0,0,1,locus,chr14_17
ENSG00000183379,14,74405893,74426102,-,SYNDIG1L,protein_coding,protein_coding,0,0,1,0,gene,chr14_607
ENSG00000205579,14,81246295,81246563,-,DYNLL1P1,processed_pseudogene,other,1,0,0,0,gene,chr14_667
ENSG00000270343,14,81259565,81260239,-,UNGP3,processed_pseudogene,other,1,0,0,0,gene,chr14_668
ENSG00000258923,14,84173791,84175510,+,CTD-2320B12.1,processed_pseudogene,other,1,0,0,0,gene,chr14_686
ENSG00000259012,14,84176419,84177088,+,CTD-2320B12.2,processed_pseudogene,other,1,0,0,0,gene,chr14_687
ENSG00000258380,14,89399995,89409469,+,RP11-33N16.2,antisense,antisense,0,0,0,1,gene,chr14_713
ENSG00000166165,14,103519659,103523111,-,CKB,protein_coding,protein_coding,0,0,1,0,locus,chr14_33
ENSG00000260285,14,103525010,103529072,-,RP11-600F24.7,antisense,antisense,0,0,0,1,locus,chr14_33
ENSG00000166166,14,103529184,103537073,+,TRMT61A,protein_coding,protein_coding,0,0,1,0,locus,chr14_33
ENSG00000258851,14,103553421,103561877,+,RP11-894P9.2,antisense,antisense,0,0,0,1,locus,chr14_33
ENSG00000166170,14,103556544,103562831,-,BAG5,protein_coding,protein_coding,0,0,1,0,locus,chr14_33
ENSG00000126214,14,103561896,103714249,+,KLC1,protein_coding,protein_coding,0,0,1,0,locus,chr14_33
ENSG00000256500,14,103562962,103685924,+,KLC1,protein_coding,protein_coding,0,0,1,0,locus,chr14_33
ENSG00000256053,14,103562962,103607523,+,APOPT1,protein_coding,protein_coding,0,0,1,0,locus,chr14_33
ENSG00000246451,14,103682362,103684015,-,RP11-894P9.1,antisense,antisense,0,0,0,1,locus,chr14_33
ENSG00000269958,14,103696353,103697163,+,RP11-73M18.8,sense_intronic,lnc_rna,0,1,0,0,locus,chr14_33
ENSG00000126215,14,103697609,103715504,-,XRCC3,protein_coding,protein_coding,0,0,1,0,locus,chr14_33
ENSG00000104055,15,43232595,43266857,-,TGM5,protein_coding,protein_coding,0,0,1,0,locus,chr15_46
ENSG00000261679,15,43267904,43268388,-,ATP5HP1,processed_pseudogene,other,1,0,0,0,locus,chr15_46
ENSG00000159495,15,43276280,43302255,-,TGM7,protein_coding,protein_coding,0,0,1,0,locus,chr15_46
ENSG00000260406,15,43302096,43302772,+,RP11-402F9.3,antisense,antisense,0,0,0,1,locus,chr15_46
ENSG00000168806,15,43323649,43330605,-,LCMT2,protein_coding,protein_coding,0,0,1,0,locus,chr15_46
ENSG00000168803,15,43330674,43354555,+,ADAL,protein_coding,protein_coding,0,0,1,0,locus,chr15_46
ENSG00000140265,15,43358172,43371025,-,ZSCAN29,protein_coding,protein_coding,0,0,1,0,locus,chr15_46
ENSG00000137822,15,43369221,43409771,+,TUBGCP4,protein_coding,protein_coding,0,0,1,0,locus,chr15_46
ENSG00000067369,15,43403061,43510728,-,TP53BP1,protein_coding,protein_coding,0,0,1,0,locus,chr15_46
ENSG00000166963,15,43510958,43531620,+,MAP1A,protein_coding,protein_coding,0,0,1,0,locus,chr15_46
ENSG00000168781,15,43533462,43590253,-,PPIP5K1,protein_coding,protein_coding,0,0,1,0,locus,chr15_46
ENSG00000237289,15,43593054,43604901,+,CKMT1B,protein_coding,protein_coding,0,0,1,0,locus,chr15_46
ENSG00000242866,15,43599398,43618800,-,STRC,protein_coding,protein_coding,0,0,1,0,locus,chr15_46
ENSG00000166762,15,43628503,43668118,-,CATSPER2,protein_coding,protein_coding,0,0,1,0,locus,chr15_46
ENSG00000223572,15,43692886,43699222,+,CKMT1A,protein_coding,protein_coding,0,0,1,0,locus,chr15_46
ENSG00000166763,15,43699488,43718184,-,STRCP1,unprocessed_pseudogene,other,1,0,0,0,locus,chr15_46
ENSG00000205771,15,43726918,43747094,-,CATSPER2P1,transcribed_unprocessed_pseudogene,other,1,0,0,0,locus,chr15_46
ENSG00000167004,15,43746392,43773279,+,PDIA3,protein_coding,protein_coding,0,0,1,0,locus,chr15_46
ENSG00000128886,15,43772600,43777543,-,ELL3,protein_coding,protein_coding,0,0,1,0,locus,chr15_46
ENSG00000262560,15,43772617,43799133,-,RP11-296A16.1,protein_coding,protein_coding,0,0,1,0,locus,chr15_46
ENSG00000140264,15,43777087,43802589,+,SERF2,protein_coding,protein_coding,0,0,1,0,locus,chr15_46
ENSG00000279808,15,43782843,43783033,-,AC018512.1,protein_coding,protein_coding,0,0,1,0,locus,chr15_46
ENSG00000184716,15,43794162,43800221,-,SERINC4,protein_coding,protein_coding,0,0,1,0,locus,chr15_46
ENSG00000242028,15,43796142,43803043,+,HYPK,protein_coding,protein_coding,0,0,1,0,locus,chr15_46
ENSG00000140259,15,43804492,43824802,-,MFAP1,protein_coding,protein_coding,0,0,1,0,locus,chr15_46
ENSG00000092470,15,43826963,43868419,+,WDR76,protein_coding,protein_coding,0,0,1,0,locus,chr15_46
ENSG00000171877,15,43870761,44195252,-,FRMD5,protein_coding,protein_coding,0,0,1,0,locus,chr15_46
ENSG00000140505,15,74748844,74756202,+,CYP1A2,protein_coding,protein_coding,0,0,1,0,locus,chr15_75
ENSG00000103653,15,74782057,74803198,+,CSK,protein_coding,protein_coding,0,0,1,0,locus,chr15_75
ENSG00000264386,15,74788672,74788757,-,MIR4513,miRNA,other,1,0,0,0,locus,chr15_75
ENSG00000140506,15,74812716,74825758,+,LMAN1L,protein_coding,protein_coding,0,0,1,0,locus,chr15_75
ENSG00000261606,15,74816223,74831795,+,RP11-414J4.2,processed_transcript,lnc_rna,0,1,0,0,locus,chr15_75
ENSG00000213578,15,74826547,74831802,+,CPLX3,protein_coding,protein_coding,0,0,1,0,locus,chr15_75
ENSG00000140474,15,74836116,74843346,-,ULK3,protein_coding,protein_coding,0,0,1,0,locus,chr15_75
ENSG00000140497,15,74843730,74873365,-,SCAMP2,protein_coding,protein_coding,0,0,1,0,locus,chr15_75
ENSG00000178802,15,74890005,74902219,+,MPI,protein_coding,protein_coding,0,0,1,0,locus,chr15_75
ENSG00000178761,15,74899987,74907121,-,FAM219B,protein_coding,protein_coding,0,0,1,0,locus,chr15_75
ENSG00000178741,15,74919791,74938168,-,COX5A,protein_coding,protein_coding,0,0,1,0,locus,chr15_75
ENSG00000178718,15,74954416,74957464,-,RPP25,protein_coding,protein_coding,0,0,1,0,locus,chr15_75
ENSG00000259609,15,84053113,84080097,-,RP11-342A23.1,unprocessed_pseudogene,other,1,0,0,0,locus,chr15_34
ENSG00000259404,15,84080168,84126604,+,EFTUD1P1,transcribed_unprocessed_pseudogene,other,1,0,0,0,locus,chr15_34
ENSG00000259683,15,84389729,84395903,+,RP11-182J1.14,unprocessed_pseudogene,other,1,0,0,0,locus,chr15_34
ENSG00000259570,15,84394512,84395514,+,RP11-671M22.4,unprocessed_pseudogene,other,1,0,0,0,locus,chr15_34
ENSG00000235370,15,84398316,84411701,-,DNM1P51,transcribed_unprocessed_pseudogene,other,1,0,0,0,locus,chr15_34
ENSG00000272887,15,84401807,84408005,-,CSPG4P5,transcribed_unprocessed_pseudogene,other,1,0,0,0,locus,chr15_34
ENSG00000189136,15,84526781,84571216,-,UBE2Q2P1,transcribed_unprocessed_pseudogene,other,1,0,0,0,locus,chr15_34
ENSG00000259728,15,84570649,84580175,+,LINC00933,transcribed_unprocessed_pseudogene,other,1,0,0,0,locus,chr15_34
ENSG00000275120,15,84599434,84606463,-,RP11-182J1.17,antisense,antisense,0,0,0,1,locus,chr15_34
ENSG00000176371,15,84600986,84627796,+,ZSCAN2,protein_coding,protein_coding,0,0,1,0,locus,chr15_34
ENSG00000276278,15,84622015,84623237,-,RP11-182J1.3,antisense,antisense,0,0,0,1,locus,chr15_34
ENSG00000176700,15,84631451,84647478,+,SCAND2P,transcribed_unprocessed_pseudogene,other,1,0,0,0,locus,chr15_34
ENSG00000254414,15,84631898,84633987,-,RP11-182J1.1,antisense,antisense,0,0,0,1,locus,chr15_34
ENSG00000254779,15,84633874,84634635,+,EGLN1P1,transcribed_processed_pseudogene,other,1,0,0,0,locus,chr15_34
ENSG00000177082,15,84639281,84654343,-,WDR73,protein_coding,protein_coding,0,0,1,0,locus,chr15_34
ENSG00000277578,15,84642487,84642763,-,Metazoa_SRP,misc_RNA,other,1,0,0,0,locus,chr15_34
ENSG00000197696,15,84655129,84658563,-,NMB,protein_coding,protein_coding,0,0,1,0,locus,chr15_34
ENSG00000140612,15,84669538,84716716,-,SEC11A,protein_coding,protein_coding,0,0,1,0,locus,chr15_34
ENSG00000166716,15,84748635,84806432,+,ZNF592,protein_coding,protein_coding,0,0,1,0,locus,chr15_34
ENSG00000136383,15,84816680,84873482,+,ALPK3,protein_coding,protein_coding,0,0,1,0,locus,chr15_34
ENSG00000048471,16,11976737,12574289,+,SNX29,protein_coding,protein_coding,0,0,1,0,locus,chr16_178
ENSG00000259876,16,12556353,12557694,-,CTD-3037G24.4,antisense,antisense,0,0,0,1,locus,chr16_178
ENSG00000090905,16,24729695,24827632,+,TNRC6A,protein_coding,protein_coding,0,0,1,0,locus,chr16_28
ENSG00000261669,16,24803451,24819739,-,CTD-2515A14.1,antisense,antisense,0,0,0,1,locus,chr16_28
ENSG00000118557,16,72112157,72176878,-,PMFBP1,protein_coding,protein_coding,0,0,1,0,gene,chr16_773
ENSG00000140836,16,72782885,73059698,-,ZFHX3,protein_coding,protein_coding,0,0,1,0,locus,chr16_175
ENSG00000279757,16,72973374,72973832,-,CTD-2326C4.1,TEC,other,1,0,0,0,locus,chr16_175
ENSG00000141258,17,2337498,2381058,+,SGSM2,protein_coding,protein_coding,0,0,1,0,locus,chr17_199
ENSG00000263345,17,2375061,2379306,-,RP1-59D14.5,antisense,antisense,0,0,0,1,locus,chr17_199
ENSG00000070444,17,2384060,2401118,-,MNT,protein_coding,protein_coding,0,0,1,0,locus,chr17_199
ENSG00000072310,17,17810399,17837002,-,SREBF1,protein_coding,protein_coding,0,0,1,0,locus,chr17_13
ENSG00000175662,17,17843511,17972422,-,TOM1L2,protein_coding,protein_coding,0,0,1,0,locus,chr17_13
ENSG00000197815,17,17858227,17860041,+,RP1-253P7.4,antisense,antisense,0,0,0,1,locus,chr17_13
ENSG00000171962,17,17972813,18016889,+,LRRC48,protein_coding,protein_coding,0,0,1,0,locus,chr17_13
ENSG00000171953,17,17977409,18039209,-,ATPAF2,protein_coding,protein_coding,0,0,1,0,locus,chr17_13
ENSG00000230273,17,17981192,17981572,-,AC087163.3,processed_pseudogene,other,1,0,0,0,locus,chr17_13
ENSG00000141034,17,18039292,18068404,+,GID4,protein_coding,protein_coding,0,0,1,0,locus,chr17_13
ENSG00000108591,17,18087886,18107971,+,DRG2,protein_coding,protein_coding,0,0,1,0,locus,chr17_13
ENSG00000279428,17,18107334,18110463,-,RP11-258F1.2,TEC,other,1,0,0,0,locus,chr17_13
ENSG00000225190,17,45435900,45490749,-,PLEKHM1,protein_coding,protein_coding,0,0,1,0,locus,chr17_3
ENSG00000236234,17,45452844,45464065,+,AC091132.1,antisense,antisense,0,0,0,1,locus,chr17_3
ENSG00000264070,17,45585871,45586929,+,DND1P1,processed_pseudogene,other,1,0,0,0,locus,chr17_3
ENSG00000204650,17,45620328,45648216,+,CRHR1-IT1,transcribed_unprocessed_pseudogene,other,1,0,0,0,locus,chr17_3
ENSG00000263715,17,45621908,45816543,+,RP11-105N13.4,processed_transcript,lnc_rna,0,1,0,0,locus,chr17_3
ENSG00000265964,17,45733353,45734669,-,RP11-293E1.1,lincRNA,lnc_rna,0,1,0,0,locus,chr17_3
ENSG00000120088,17,45784280,45835828,+,CRHR1,protein_coding,protein_coding,0,0,1,0,locus,chr17_3
ENSG00000264589,17,45843651,45895600,-,MAPT-AS1,antisense,antisense,0,0,0,1,locus,chr17_3
ENSG00000186868,17,45894382,46028334,+,MAPT,protein_coding,protein_coding,0,0,1,0,locus,chr17_3
ENSG00000279685,17,45896028,45898491,+,MAPT-IT1,TEC,other,1,0,0,0,locus,chr17_3
ENSG00000120071,17,46029916,46225374,-,KANSL1,protein_coding,protein_coding,0,0,1,0,locus,chr17_3
ENSG00000214401,17,46193576,46196723,+,KANSL1-AS1,antisense,antisense,0,0,0,1,locus,chr17_3
ENSG00000073969,17,46590669,46757464,+,NSF,protein_coding,protein_coding,0,0,1,0,locus,chr17_3
ENSG00000213326,17,46721582,46722167,-,RPS7P11,processed_pseudogene,other,1,0,0,0,locus,chr17_3
ENSG00000108379,17,46762506,46833154,-,WNT3,protein_coding,protein_coding,0,0,1,0,locus,chr17_3
ENSG00000171634,17,67825524,67984378,+,BPTF,protein_coding,protein_coding,0,0,1,0,locus,chr17_36
ENSG00000265086,17,67843945,67844014,+,AC006534.2,miRNA,other,1,0,0,0,locus,chr17_36
ENSG00000266717,17,67950885,67951746,-,RP11-855A2.3,antisense,antisense,0,0,0,1,locus,chr17_36
ENSG00000279573,17,67955314,67957291,+,RP11-855A2.1,TEC,other,1,0,0,0,locus,chr17_36
ENSG00000279880,17,67973934,67976072,+,RP11-855A2.2,TEC,other,1,0,0,0,locus,chr17_36
ENSG00000186665,17,67991101,67993649,-,C17orf58,protein_coding,protein_coding,0,0,1,0,locus,chr17_36
ENSG00000266176,17,67993880,67996431,-,RP11-855A2.5,lincRNA,lnc_rna,0,1,0,0,locus,chr17_36
ENSG00000182481,17,68035519,68046842,+,KPNA2,protein_coding,protein_coding,0,0,1,0,locus,chr17_36
ENSG00000265055,17,68096046,68101474,-,AC145343.2,lincRNA,lnc_rna,0,1,0,0,locus,chr17_36
ENSG00000278219,17,68101538,68101639,+,AC145343.1,miRNA,other,1,0,0,0,locus,chr17_36
ENSG00000267327,18,55893038,56023522,+,CTD-2008L17.1,lincRNA,lnc_rna,0,1,0,0,gene,chr18_512
ENSG00000267712,18,56083356,56137536,-,RP11-456O19.4,lincRNA,lnc_rna,0,1,0,0,gene,chr18_516
ENSG00000172264,20,13995369,16053197,+,MACROD2,protein_coding,protein_coding,0,0,1,0,gene,chr20_225
ENSG00000235914,20,14884253,14929515,-,MACROD2-AS1,antisense,antisense,0,0,0,1,gene,chr20_230
ENSG00000237832,20,14933843,14935363,-,RP5-974N19.1,antisense,antisense,0,0,0,1,gene,chr20_231
ENSG00000088970,20,21125983,21246622,+,KIZ,protein_coding,protein_coding,0,0,1,0,gene,chr20_304
ENSG00000228604,20,21148741,21162890,-,RP5-872K7.7,antisense,antisense,0,0,0,1,gene,chr20_305
ENSG00000232712,20,21154023,21218289,-,KIZ-AS1,antisense,antisense,0,0,0,1,gene,chr20_306
ENSG00000214535,20,21166206,21166596,-,RPS15AP1,processed_pseudogene,other,1,0,0,0,gene,chr20_307
ENSG00000226875,20,21265854,21266465,+,ZNF877P,unprocessed_pseudogene,other,1,0,0,0,gene,chr20_308
ENSG00000088930,20,21303304,21389827,+,XRN2,protein_coding,protein_coding,0,0,1,0,gene,chr20_310
ENSG00000225280,20,21397818,21400391,+,RP11-227D2.3,antisense,antisense,0,0,0,1,gene,chr20_312
ENSG00000273271,21,31666728,31667247,-,AP000254.8,antisense,antisense,0,0,0,1,gene,chr21_183
ENSG00000159128,21,33402896,33479348,+,IFNGR2,protein_coding,protein_coding,0,0,1,0,locus,chr21_1
ENSG00000142188,21,33432485,33480011,-,TMEM50B,protein_coding,protein_coding,0,0,1,0,locus,chr21_1
ENSG00000231355,21,33482499,33484258,-,AP000302.58,antisense,antisense,0,0,0,1,locus,chr21_1
ENSG00000177692,21,33485530,33491720,-,DNAJC28,protein_coding,protein_coding,0,0,1,0,locus,chr21_1
ENSG00000159131,21,33503931,33543491,-,GART,protein_coding,protein_coding,0,0,1,0,locus,chr21_1
ENSG00000233956,21,33518610,33519108,-,BTF3P6,processed_pseudogene,other,1,0,0,0,locus,chr21_1
ENSG00000159140,21,33542618,33577481,+,SON,protein_coding,protein_coding,0,0,1,0,locus,chr21_1
ENSG00000159147,21,33559542,33588708,-,DONSON,protein_coding,protein_coding,0,0,1,0,locus,chr21_1
ENSG00000249209,21,33584687,33931607,-,AP000304.12,protein_coding,protein_coding,0,0,1,0,locus,chr21_41
ENSG00000205758,21,33589341,33643926,-,CRYZL1,protein_coding,protein_coding,0,0,1,0,locus,chr21_1
ENSG00000205726,21,33642400,33899861,+,ITSN1,protein_coding,protein_coding,0,0,1,0,locus,chr21_41
ENSG00000241837,21,33903453,33915980,-,ATP5O,protein_coding,protein_coding,0,0,1,0,locus,chr21_41
ENSG00000100095,22,26169474,26383597,+,SEZ6L,protein_coding,protein_coding,0,0,1,0,locus,chr22_101
ENSG00000224192,22,26241331,26254092,-,RP11-259P1.1,antisense,antisense,0,0,0,1,locus,chr22_101
ENSG00000232396,22,29705256,29719859,-,RP1-76B20.11,antisense,antisense,0,0,0,1,locus,chr22_5
ENSG00000239446,22,29711820,29719714,-,RP1-76B20.12,antisense,antisense,0,0,0,1,locus,chr22_5
ENSG00000100314,22,29720084,29731839,+,CABP7,protein_coding,protein_coding,0,0,1,0,locus,chr22_5
ENSG00000100319,22,29730956,29767011,-,ZMAT5,protein_coding,protein_coding,0,0,1,0,locus,chr22_5
ENSG00000184076,22,29767369,29770413,+,UQCR10,protein_coding,protein_coding,0,0,1,0,locus,chr22_5
ENSG00000100325,22,29788608,29838304,-,ASCC2,protein_coding,protein_coding,0,0,1,0,locus,chr22_5
ENSG00000100330,22,29883155,30030866,+,MTMR3,protein_coding,protein_coding,0,0,1,0,locus,chr22_5
ENSG00000279159,22,29978950,30028236,-,MIR6818,antisense,antisense,0,0,0,1,locus,chr22_5
ENSG00000227117,22,30008742,30080480,-,HORMAD2-AS1,antisense,antisense,0,0,0,1,locus,chr22_5
ENSG00000176635,22,30080174,30177075,+,HORMAD2,protein_coding,protein_coding,0,0,1,0,locus,chr22_5
ENSG00000226573,22,30105094,30105408,-,CTA-85E5.7,processed_pseudogene,other,1,0,0,0,locus,chr22_5
ENSG00000225971,22,30136673,30137681,-,CTA-85E5.6,processed_pseudogene,other,1,0,0,0,locus,chr22_5
ENSG00000225676,22,30184644,30207109,-,RP3-438O4.4,antisense,antisense,0,0,0,1,locus,chr22_5
